Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text
365,369,Wonderment at the beauty of a double rainbow after the rain.     ,Positive,12-06-2017 18:20, RainbowChaser   , Twitter  , #Wonderment #DoubleRainbow               ,35,70, USA               ,2017,6,12,18,wonderment at the beauty of a double rainbow after the rain     
366,370,Optimism for a bright future amidst challenging times.           ,Positive,05-07-2021 09:30, FutureOptimist  , Instagram , #Optimism #BrightFuture                  ,20,40, Canada            ,2021,7,5,9,optimism for a bright future amidst challenging times           
367,371,Pride in achieving a personal milestone in career progression.   ,Positive,15-04-2016 14:50, CareerAchiever  , Facebook , #Pride #CareerMilestone                  ,28,55, UK                ,2016,4,15,14,pride in achieving a personal milestone in career progression   
368,372,Happiness blooms like flowers in a garden on a sunny day.        ,Positive,10-02-2020 11:15, SunnyDayEnthusiast , Twitter  , #Happiness #SunnyDay                      ,15,30, India             ,2020,2,10,11,happiness blooms like flowers in a garden on a sunny day        
369,373,Elation over discovering a rare book in a quaint bookstore.      ,Positive,22-09-2018 16:30, Bookworm        , Instagram , #Elation #RareBookDiscovery              ,40,80, USA               ,2018,9,22,16,elation over discovering a rare book in a quaint bookstore      
370,374,Curiosity piqued by the mysteries of an ancient archaeological site.,Neutral,08-11-2015 10:00, ArchaeologyEnthusiast , Facebook , #Curiosity #AncientMysteries            ,18,35, Australia          ,2015,11,8,10,curiosity piqued by the mysteries of an ancient archaeological site
371,375,Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,Positive,10-08-2022 22:00, NightSkyObserver , Instagram , #Enchantment #CosmicFireflies             ,25,50, Brazil           ,2022,8,10,22,mesmerized by the cosmic dance of fireflies on a moonlit night    
372,376,Intrigued by the symphony of colors in an abstract art exhibition. ,Positive,05-04-2019 17:30, ArtConnoisseur  , Twitter  , #Intrigue #AbstractArt                   ,18,35, France           ,2019,4,5,17,intrigued by the symphony of colors in an abstract art exhibition 
373,377,Giggles and joy echo in the air during a children's playdate.      ,Positive,15-12-2020 15:45, PlayfulParent   , Facebook , #PlayfulJoy #ChildrensPlaydate           ,22,45, Japan            ,2020,12,15,15,giggles and joy echo in the air during a childrens playdate      
374,378,Enveloped in serenity while practicing mindfulness by the lake.    ,Positive,20-10-2017 08:15, ZenSeeker       , Instagram , #Mindfulness #LakeTranquility            ,35,70, Canada           ,2017,10,20,8,enveloped in serenity while practicing mindfulness by the lake    
375,379,Chasing dreams like a kite soaring high in the vast open sky.      ,Positive,28-02-2021 13:00, SkyDreamer      , Twitter  , #DreamChaser #SkyHighDreams              ,30,60, Australia         ,2021,2,28,13,chasing dreams like a kite soaring high in the vast open sky      
376,380,Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,Positive,12-06-2018 20:30, DanceEnthusiast , Facebook , #Elegance #BallroomDance                ,28,55, UK               ,2018,6,12,20,spellbound by the elegance of a ballroom dance under crystal chandeliers 
377,381,Whimsical delight in a world of fairy tales and magical creatures.  ,Positive,08-03-2016 14:20, FairyTaleExplorer , Instagram , #Whimsy #MagicalWorld                    ,20,40, USA             ,2016,3,8,14,whimsical delight in a world of fairy tales and magical creatures  
378,382,Pensive contemplation amid the ancient ruins of a forgotten civilization. ,Neutral,18-04-2023 17:10, RuinsExplorer   , Twitter  , #Pensive #AncientCivilization           ,18,35, Greece           ,2023,4,18,17,pensive contemplation amid the ancient ruins of a forgotten civilization 
379,383,Embracing the thrill of speed on a rollercoaster's exhilarating twists. ,Positive,25-07-2020 12:45, RollercoasterFan , Facebook , #Thrill #RollercoasterAdventure        ,22,45, Germany         ,2020,7,25,12,embracing the thrill of speed on a rollercoasters exhilarating twists 
380,384,Harmony resonates as musicians play a melody of unity and togetherness. ,Positive,30-11-2019 19:30, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35,70, Sweden          ,2019,11,30,19,harmony resonates as musicians play a melody of unity and togetherness 
381,385,A burst of creativity in the quiet solitude of an artist's studio.  ,Positive,01-09-2015 16:00, StudioArtist    , Twitter  , #Creativity #ArtistsHaven               ,15,30, Italy           ,2015,9,1,16,a burst of creativity in the quiet solitude of an artists studio  
382,386,Radiant joy akin to blooming flowers on a sun-kissed spring morning. ,Positive,05-05-2022 10:15, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25,50, Netherlands     ,2022,5,5,10,radiant joy akin to blooming flowers on a sunkissed spring morning 
383,387,A sense of wonder at the vastness of the cosmos on a stargazing night. ,Positive,08-07-2018 23:00, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40,80, South Africa    ,2018,7,8,23,a sense of wonder at the vastness of the cosmos on a stargazing night 
384,388,Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Positive,20-09-2021 14:30, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18,35, Spain           ,2021,9,20,14,rejuvenated by the salty breeze and the sound of waves at the seaside 
385,389,Whispers of inspiration from the rustling leaves in a serene forest. ,Positive,15-11-2016 11:45, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28,55, Portugal        ,2016,11,15,11,whispers of inspiration from the rustling leaves in a serene forest 
386,390,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Positive,12-01-2020 18:00, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,2020,1,12,18,savoring the warmth of a cup of cocoa on a chilly winter evening   
387,391,Heartfelt gratitude for the laughter shared during a family reunion. ,Positive,28-12-2017 19:15, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22,45, Austria         ,2017,12,28,19,heartfelt gratitude for the laughter shared during a family reunion 
388,392,"Embarking on a culinary adventure, savoring exotic flavors around the world. ",Positive,02-03-2019 20:20, CulinaryExplorer , Twitter  , #Adventure #CulinaryJourney             ,35,70, Belgium         ,2019,3,2,20,embarking on a culinary adventure savoring exotic flavors around the world 
389,393,Euphoria floods in as the final puzzle piece clicks into place.       ,Neutral,08-06-2022 15:30, PuzzleSolver    , Instagram , #Euphoria #PuzzleCompletion            ,20,40, Denmark         ,2022,6,8,15,euphoria floods in as the final puzzle piece clicks into place       
390,394,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,Positive,18-08-2018 14:45, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,2018,8,18,14,aweinspired by the grandeur of an ancient cathedrals intricate architecture 
391,395,Captivated by the ethereal beauty of a field filled with fireflies. ,Positive,10-08-2022 22:00, NightSkyObserver , Instagram , #Enchantment #FireflyField              ,25,50, Brazil           ,2022,8,10,22,captivated by the ethereal beauty of a field filled with fireflies 
392,396,Immersed in the enchanting melodies of a street musician's violin. ,Positive,05-04-2019 17:30, MusicLover      , Twitter  , #Melodic #StreetMusic                   ,18,35, France           ,2019,4,5,17,immersed in the enchanting melodies of a street musicians violin 
393,397,Joyful laughter resonates through a lively summer carnival.         ,Positive,15-12-2020 15:45, CarnivalGoer    , Facebook , #FestiveJoy #SummerCarnival             ,22,45, Japan            ,2020,12,15,15,joyful laughter resonates through a lively summer carnival         
394,398,Exploring the universe within during a mindful meditation session. ,Neutral,20-10-2017 08:15, MindfulExplorer , Instagram , #InnerJourney #MeditationBliss          ,35,70, Canada           ,2017,10,20,8,exploring the universe within during a mindful meditation session 
395,399,Soaring like a free spirit on the winds of a coastal cliff.        ,Neutral,28-02-2021 13:00, CoastalExplorer , Twitter  , #Freedom #CoastalAdventure              ,30,60, Australia         ,2021,2,28,13,soaring like a free spirit on the winds of a coastal cliff        
396,400,Dazzled by the elegance of a masquerade ball's dazzling costumes. ,Positive,12-06-2018 20:30, MasqueradeAttendee , Facebook , #Dazzle #MasqueradeElegance            ,28,55, UK               ,2018,6,12,20,dazzled by the elegance of a masquerade balls dazzling costumes 
397,401,Whimsical delight in a world of whimsical fairy tales.             ,Positive,08-03-2016 14:20, FairyTaleAdventurer , Instagram , #Whimsy #FairyTaleMagic                 ,20,40, USA             ,2016,3,8,14,whimsical delight in a world of whimsical fairy tales             
398,402,Reflective contemplation amid the ruins of a forgotten era.        ,Neutral,18-04-2023 17:10, RuinsExplorer   , Twitter  , #Reflection #ForgottenEra               ,18,35, Greece           ,2023,4,18,17,reflective contemplation amid the ruins of a forgotten era        
399,403,Riding the adrenaline rush on a rollercoaster's wild twists.      ,Neutral,25-07-2020 12:45, ThrillSeeker    , Facebook , #Adrenaline #RollercoasterThrills      ,22,45, Germany         ,2020,7,25,12,riding the adrenaline rush on a rollercoasters wild twists      
400,404,Harmony resonates as musicians play a symphony of unity.           ,Positive,30-11-2019 19:30, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35,70, Sweden          ,2019,11,30,19,harmony resonates as musicians play a symphony of unity           
401,405,A burst of artistic creativity in the quietude of an artist's studio. ,Positive,01-09-2015 16:00, StudioArtist    , Twitter  , #ArtisticBurst #StudioCreativity       ,15,30, Italy           ,2015,9,1,16,a burst of artistic creativity in the quietude of an artists studio 
402,406,Radiant joy akin to blossoming flowers on a sunlit spring morning. ,Positive,05-05-2022 10:15, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25,50, Netherlands     ,2022,5,5,10,radiant joy akin to blossoming flowers on a sunlit spring morning 
403,407,Awe-inspired by the vastness of the cosmos on a stargazing night.   ,Positive,08-07-2018 23:00, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40,80, South Africa    ,2018,7,8,23,aweinspired by the vastness of the cosmos on a stargazing night   
404,408,Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Positive,20-09-2021 14:30, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18,35, Spain           ,2021,9,20,14,rejuvenated by the salty breeze and the sound of waves at the seaside 
405,409,Whispers of inspiration from the rustling leaves in a serene forest. ,Positive,15-11-2016 11:45, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28,55, Portugal        ,2016,11,15,11,whispers of inspiration from the rustling leaves in a serene forest 
406,410,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Positive,12-01-2020 18:00, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,2020,1,12,18,savoring the warmth of a cup of cocoa on a chilly winter evening   
407,411,Heartfelt gratitude for the laughter shared during a family reunion. ,Positive,28-12-2017 19:15, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22,45, Austria         ,2017,12,28,19,heartfelt gratitude for the laughter shared during a family reunion 
408,412,"Embarking on a culinary odyssey, savoring flavors around the world. ",Neutral,02-03-2019 20:20, CulinaryExplorer , Twitter  , #CulinaryOdyssey #FlavorsAroundTheWorld ,35,70, Belgium         ,2019,3,2,20,embarking on a culinary odyssey savoring flavors around the world 
409,413,Euphoria floods in as the final puzzle piece fits perfectly.       ,Positive,08-06-2022 15:30, PuzzleSolver    , Instagram , #Euphoria #PerfectPuzzle               ,20,40, Denmark         ,2022,6,8,15,euphoria floods in as the final puzzle piece fits perfectly       
410,414,Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,Positive,18-08-2018 14:45, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,2018,8,18,14,awestruck by the grandeur of an ancient cathedrals intricate architecture 
411,415,Curiosity awakened by the mysteries of an ancient archaeological site. ,Neutral,08-11-2015 10:00, ArchaeologyEnthusiast , Instagram , #Curiosity #AncientMysteries          ,18,35, Australia ,2015,11,8,10,curiosity awakened by the mysteries of an ancient archaeological site 
412,416,Giddy with excitement as the first snowflakes dance from the sky. ,Positive,02-12-2020 17:30, SnowfallEnthusiast , Twitter  , #Excitement #SnowfallMagic             ,22,45, Canada         ,2020,12,2,17,giddy with excitement as the first snowflakes dance from the sky 
413,417,Contentment envelops as the aroma of freshly baked bread fills the air. ,Positive,10-06-2017 12:15, BreadLover     , Instagram , #Contentment #FreshBreadAroma          ,28,55, France          ,2017,6,10,12,contentment envelops as the aroma of freshly baked bread fills the air 
414,418,Inspired by the resilience of a lone tree standing tall in a storm. ,Positive,15-04-2021 14:20, NatureResilient , Facebook , #Resilience #StandingTall              ,35,70, USA             ,2021,4,15,14,inspired by the resilience of a lone tree standing tall in a storm 
415,419,"Lost in the pages of a captivating novel, transported to another world. ",Neutral,28-09-2019 19:45, Bookworm       , Twitter  , #Immersion #CaptivatingNovel           ,20,40, UK              ,2019,9,28,19,lost in the pages of a captivating novel transported to another world 
416,420,Drenched in nostalgia while flipping through an old family photo album. ,Positive,05-12-2016 21:00, FamilyHistorian , Instagram , #Nostalgia #FamilyPhotoAlbum           ,25,50, India          ,2016,12,5,21,drenched in nostalgia while flipping through an old family photo album 
417,421,Spark of inspiration ignites like a shooting star in the night sky. ,Positive,10-02-2018 23:30, NightSkyWatcher , Facebook , #Spark #InspirationIgnited             ,30,60, Australia      ,2018,2,10,23,spark of inspiration ignites like a shooting star in the night sky 
418,422,Imbued with gratitude for the simple pleasure of a warm cup of tea. ,Positive,15-02-2023 08:30, TeaEnthusiast  , Twitter  , #Gratitude #WarmTea                    ,18,35, Japan           ,2023,2,15,8,imbued with gratitude for the simple pleasure of a warm cup of tea 
419,423,Marveling at the kaleidoscope of colors in a vibrant street market. ,Neutral,22-08-2015 15:00, MarketExplorer , Instagram , #Marvel #ColorfulStreetMarket          ,22,45, Brazil          ,2015,8,22,15,marveling at the kaleidoscope of colors in a vibrant street market 
420,424,Awash with serenity as the sun sets over a tranquil lakeside retreat. ,Positive,20-11-2020 18:45, LakesideRetreater , Facebook , #Serenity #TranquilSunset              ,28,55, Germany       ,2020,11,20,18,awash with serenity as the sun sets over a tranquil lakeside retreat 
421,425,Drowning in sorrow as memories of lost love resurface.            ,Negative,05-08-2019 21:00, LostInLove      , Instagram , #Heartbreak #LostLove                    ,15,30, USA             ,2019,8,5,21,drowning in sorrow as memories of lost love resurface            
422,426,Numbness sets in as the weight of loneliness grows heavier.       ,Negative,12-02-2021 16:45, SolitudeSeeker , Twitter  , #Loneliness #HeavyHeart                  ,18,35, Canada          ,2021,2,12,16,numbness sets in as the weight of loneliness grows heavier       
423,427,"Tears fall like raindrops, mourning the end of a cherished friendship. ",Negative,28-11-2020 14:20, FriendshipsEnd  , Facebook , #Grief #LostFriendship                  ,22,45, UK              ,2020,11,28,14,tears fall like raindrops mourning the end of a cherished friendship 
424,428,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",Negative,15-05-2016 22:30, LostInDarkness  , Instagram , #Despair #EndlessDarkness               ,28,55, Australia        ,2016,5,15,22,despair clouds the mind feeling adrift in an endless sea of darkness 
425,429,"Shattered by betrayal, trust crumbles like fragile glass.          ",Negative,10-09-2018 13:15, BrokenTrust     , Twitter  , #Betrayal #ShatteredTrust               ,22,45, Germany         ,2018,9,10,13,shattered by betrayal trust crumbles like fragile glass          
426,430,"Aching heart, the symphony of pain plays in the silence of solitude. ",Neutral,20-03-2022 19:30, SilentSufferer  , Facebook , #Suffering #HeartacheSymphony          ,25,50, Brazil          ,2022,3,20,19,aching heart the symphony of pain plays in the silence of solitude 
427,431,"Emotional storm, a whirlwind of sadness engulfs every thought.    ",Negative,18-07-2017 17:45, StormyFeelings  , Instagram , #EmotionalStorm #SadnessWhirlwind      ,30,60, India          ,2017,7,18,17,emotional storm a whirlwind of sadness engulfs every thought    
428,432,"Haunted by regrets, the ghost of the past lingers relentlessly.   ",Negative,15-12-2018 10:00, LingeringGhost  , Twitter  , #Regret #HauntedPast                    ,18,35, France         ,2018,12,15,10,haunted by regrets the ghost of the past lingers relentlessly   
429,433,"Torn apart by grief, the echoes of loss reverberate through the soul. ",Negative,28-06-2015 21:15, EchoesOfLoss    , Facebook , #Grief #TornApart                       ,28,55, Italy         ,2015,6,28,21,torn apart by grief the echoes of loss reverberate through the soul 
430,434,"Isolation deepens, an emotional winter where warmth is but a distant memory. ",Neutral,02-04-2020 14:20, WinterOfEmotions , Instagram , #Isolation #EmotionalWinter            ,35,70, Japan       ,2020,4,2,14,isolation deepens an emotional winter where warmth is but a distant memory 
431,435,"Soul-crushing disappointment, hopes shattered like fragile glass. ",Negative,08-10-2019 18:30, ShatteredHopes  , Twitter  , #Disappointment #CrushedHopes          ,20,40, Spain        ,2019,10,8,18,soulcrushing disappointment hopes shattered like fragile glass 
432,436,"Painful echoes of a love once cherished, now lost in the abyss of time. ",Negative,22-11-2016 09:45, AbyssOfTime     , Facebook , #LostLove #PainfulEchoes               ,22,45, Netherlands  ,2016,11,22,9,painful echoes of a love once cherished now lost in the abyss of time 
433,437,"Heartache deepens, a solitary journey through the abyss of despair. ",Negative,18-08-2022 22:00, SolitaryDescent , Instagram , #Despair #AbyssOfHeartache             ,40,80, South Africa ,2022,8,18,22,heartache deepens a solitary journey through the abyss of despair 
434,438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",Neutral,12-03-2017 23:30, SerenadeOfSolitude , Twitter , #Melancholy #QuietSerenade             ,18,35, UK         ,2017,3,12,23,melancholy lingers a bittersweet serenade in the quietude of solitude 
435,439,"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Negative,15-12-2015 16:15, PoisonedHeart   , Facebook , #Bitterness #WoundedHeart              ,25,50, Australia   ,2015,12,15,16,bitterness like a poison seeping into every crevice of the wounded heart 
436,440,"Emotional exhaustion, the weight of the world crushing weary shoulders. ",Negative,05-09-2021 13:30, WearySoulCrushed , Instagram , #Exhaustion #CrushedSpirit             ,35,70, Canada     ,2021,9,5,13,emotional exhaustion the weight of the world crushing weary shoulders 
437,441,"Sorrowful echoes, a symphony of pain played by the strings of loss. ",Negative,22-05-2018 20:45, StringsOfSorrow , Twitter  , #Sorrow #SymphonyOfLoss                ,18,35, Germany     ,2018,5,22,20,sorrowful echoes a symphony of pain played by the strings of loss 
438,442,"Darkness descends, engulfing the soul in the shadows of despair.  ",Negative,10-07-2016 18:20, SoulInShadow    , Facebook , #Darkness #SoulEngulfed                 ,28,55, USA         ,2016,7,10,18,darkness descends engulfing the soul in the shadows of despair  
439,443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",Negative,30-04-2019 14:00, WhisperedDespair , Instagram , #Desperation #GlimmerOfHope            ,22,45, France    ,2019,4,30,14,desperation whispers the silent plea for a glimmer of hope in the abyss 
440,444,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",Negative,08-01-2022 11:30, DreamsInWind    , Twitter  , #Ruins #ShatteredDreams                ,20,40, Brazil     ,2022,1,8,11,heart in ruins the remnants of shattered dreams scattered in the wind 
441,445,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",Negative,10-09-2017 19:15, DreamEchoes , Twitter , #Desolation #ScatteredHope ,20,40, Australia ,2017,9,10,19,shattered by the echoes of a shattered dream fragments of hope scattered 
442,446,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",Neutral,18-04-2022 11:30, RemorseWalker , Instagram , #Regret #PathOfRemorse ,25,50, Canada ,2022,4,18,11,avoiding the thorns of regret walking barefoot on the path of remorse 
443,447,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",Neutral,05-12-2018 21:45, JoyLabyrinth , Facebook , #Grief #LostJoyFootsteps ,18,35, USA ,2018,12,5,21,in the labyrinth of grief the walls echo with the footsteps of lost joy 
444,448,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",Neutral,28-06-2016 14:20, SolitudeSeas , Twitter , #Loneliness #CrashingWaves ,22,45, UK ,2016,6,28,14,a soul adrift in the sea of solitude waves of loneliness crashing relentlessly 
445,449,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Negative,22-10-2019 17:00, PalateStainer , Instagram , #Bitterness #StainedTrust ,15,30, Germany ,2019,10,22,17,the bitterness of betrayal a taste that lingers staining the palate of trust 
446,450,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",Negative,15-03-2021 22:45, HopeRuins , Facebook , #Desolation #WhisperedLoss ,28,55, Brazil ,2021,3,15,22,in the ruins of hope echoes of shattered dreams whisper tales of loss 
447,451,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",Negative,10-08-2017 19:30, OceanSinker , Twitter , #Heartbreak #RippleOfDespair ,22,45, France ,2017,8,10,19,sinking like a stone in the ocean of heartbreak each ripple a sigh of despair 
448,452,"Tears, the ink staining the pages of a journal, a testament to silent grief. ",Negative,28-01-2023 14:30, InkJournalist , Instagram , #Grief #SilentTears ,30,60, India ,2023,1,28,14,tears the ink staining the pages of a journal a testament to silent grief 
449,453,"In the wasteland of lost trust, the echoes of broken promises reverberate. ",Negative,12-12-2016 10:00, TrustWasteland , Facebook , #Betrayal #ReverberatingPromises ,25,50, Italy ,2016,12,12,10,in the wasteland of lost trust the echoes of broken promises reverberate 
450,454,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",Neutral,18-07-2020 15:15, DreamTightrope , Twitter , #Resilience #TightropeWalk ,35,70, Japan ,2020,7,18,15,avoiding the shards of shattered dreams walking the tightrope of resilience 
451,455,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",Neutral,20-05-2022 20:30, EchoedLaughter , Instagram , #Isolation #SilentSolitude ,30,60, South Africa ,2022,5,20,20,suffocating in the silence of solitude where echoes of laughter once thrived 
452,456,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",Neutral,08-11-2019 14:45, PossibilityGhost , Twitter , #Regret #FadingPossibilities ,18,35, Spain ,2019,11,8,14,haunted by the specter of lost possibilities a ghost that refuses to fade away 
453,457,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",Negative,28-03-2017 22:00, EndlessLabyrinth , Facebook , #Despair #EndlessReverberation ,28,55, Australia ,2017,3,28,22,in the labyrinth of despair the echoes of a broken heart reverberate endlessly 
454,458,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",Negative,15-09-2020 18:15, RiverOfSorrow , Instagram , #Sorrow #AutumnLeaves ,22,45, Canada ,2020,9,15,18,sinking like autumn leaves in the river of sorrow carried away by the current 
455,459,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",Negative,10-06-2018 13:30, DreamGardener , Twitter , #Desolation #ShatteredHopes ,20,40, UK ,2018,6,10,13,in the garden of broken dreams petals fall a silent testimony to shattered hopes 
456,460,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",Negative,22-12-2016 21:45, CurrencyOfTears , Facebook , #Grief #LostLoveLonging ,25,50, USA ,2016,12,22,21,tears the currency of grief spent in the marketplace of lost love and longing 
457,461,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",Negative,05-01-2021 16:20, MazeWanderer , Instagram , #Betrayal #ClosingWalls ,15,30, Germany ,2021,1,5,16,wandering in the maze of betrayal the walls closing in with every wrong turn 
458,462,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",Neutral,18-04-2019 11:00, StormSeeker , Twitter , #Heartbreak #CalmAfterStorm ,22,45, Brazil ,2019,4,18,11,a soul weathered by the storm of heartbreak seeking refuge in the calm after 
459,463,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",Neutral,28-08-2017 19:30, TapestrySorrow , Facebook , #Despair #UnraveledHope ,18,35, India ,2017,8,28,19,in the tapestry of despair threads of hope unravel leaving a portrait of sorrow 
460,464,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",Neutral,10-02-2023 14:30, WitheredRose , Instagram , #Loss #SilentSurrender ,28,55, France ,2023,2,10,14,like a withered rose in the garden of love petals fall a silent surrender to time 
461,465,"In the void of heartache, echoes of a love song play, each note a pang of longing. ",Neutral,10-07-2022 22:15, LoveSongEcho , Instagram , #Heartache #LoveSongLonging ,30,60, Japan ,2022,7,10,22,in the void of heartache echoes of a love song play each note a pang of longing 
462,466,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",Positive,15-05-2019 21:30, MoonlitMemories , Twitter , #Nostalgia #CherishedMemories ,18,35, Italy ,2019,5,15,21,nostalgia a bittersweet dance in the moonlit ballroom of cherished memories 
463,467,"In the symphony of grief, each tear is a note, composing a melancholic melody. ",Neutral,28-11-2018 14:00, SymphonyOfTears , Facebook , #Grief #MelancholicMelody ,22,45, Germany ,2018,11,28,14,in the symphony of grief each tear is a note composing a melancholic melody 
464,468,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",Negative,02-03-2021 17:45, VenomousGarden , Instagram , #Betrayal #PoisonedTrust ,25,50, Canada ,2021,3,2,17,betrayal a venomous serpent slithering through the garden of trust poisoning roots 
465,469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",Negative,18-10-2016 19:30, QuicksandFighter , Twitter , #Despair #DeepDescent ,20,40, USA ,2016,10,18,19,sinking in the quicksand of despair the harder you fight the deeper you descend 
466,470,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",Negative,15-08-2020 12:30, DreamCemetery , Facebook , #Desolation #UntoldSorrows ,28,55, France ,2020,8,15,12,wandering through the cemetery of lost dreams tombstones marking untold sorrows 
467,471,"Swept away by the river of regret, the currents of the past refusing to release. ",Negative,28-04-2017 16:20, RegretRiver , Instagram , #Regret #PastCurrents ,18,35, UK ,2017,4,28,16,swept away by the river of regret the currents of the past refusing to release 
468,472,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",Neutral,10-09-2019 21:00, HeartAttic , Twitter , #Loss #ForgottenLove ,22,45, Australia ,2019,9,10,21,whispers of lost love linger in the attic of the heart forgotten but not erased 
469,473,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",Negative,28-01-2022 13:45, PromiseGallery , Facebook , #Betrayal #ShatteredVows ,15,30, Brazil ,2022,1,28,13,in the gallery of broken promises each shattered vow framed a painful exhibition 
470,474,"The echoes of solitude, a silent conversation between a soul and its shadows. ",Neutral,15-06-2016 22:30, EchoedConversation , Instagram , #Solitude #ShadowConversation ,30,60, Spain ,2016,6,15,22,the echoes of solitude a silent conversation between a soul and its shadows 
471,475,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",Positive,20-08-2021 15:45, SunshineDancer , Instagram , #Joy #SimpleMoments ,40,80, USA ,2021,8,20,15,dancing on sunshine each step a celebration of the joy found in simple moments 
472,476,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",Positive,12-04-2018 18:30, EchoedLaughter , Twitter , #Happiness #SpiritLifter ,35,70, Canada ,2018,4,12,18,laughter echoes in the air a chorus of happiness that lifts the spirit higher 
473,477,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",Positive,15-02-2022 12:20, GardenOfJoy , Facebook , #Contentment #InnerPeace ,25,50, UK ,2022,2,15,12,in the garden of contentment each bloom whispers tales of inner peace and joy 
474,478,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",Positive,28-10-2019 14:15, DreamChaser , Instagram , #Enthusiasm #HopefulJourney ,30,60, Australia ,2019,10,28,14,chasing dreams under the vibrant sky a journey fueled by hope and enthusiasm 
475,479,"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",Positive,22-12-2017 21:00, StarSerenader , Twitter , #Gratitude #ThankfulMelody ,22,45, India ,2017,12,22,21,serenading the stars with a heart full of gratitude a melody of thankfulness 
476,480,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",Positive,10-06-2020 17:30, GlowAchiever , Facebook , #Accomplishment #HappinessMilestone ,28,55, Germany ,2020,6,10,17,basking in the glow of accomplishment each milestone a stepping stone to happiness 
477,481,"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",Positive,18-09-2016 19:45, DanceHarmony , Instagram , #Positivity #SoulUpliftment ,18,35, France ,2016,9,18,19,in the dance of positivity every step is a rhythm uplifting the soul in harmony 
